symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:INDIASHLTR-EQ,INDIA SHELTER FIN CORP L,868.25,173650.0,18.12,1.59,14.55,,,1.1,,,1.23,,,,,,,,3.09,204903,Technology,large_cap,2025-09-28 08:29:54.544136
NSE:DALMIASUG-EQ,DALMIA BHARAT SUG IN LTD,347.25,173625.0,20.51,1.47,15.5,,,1.06,,,0.81,,,,,,,,2.03,51616,Technology,large_cap,2025-09-28 08:30:23.483392
NSE:DDEVPLSTIK-EQ,DDEV PLASTIKS IND LTD,346.6,173300.0,11.88,1.19,13.35,,,1.03,,,0.62,,,,,,,,3.16,472910,Technology,large_cap,2025-09-28 08:29:46.616006
NSE:ORIENTTECH-EQ,ORIENT TECHNOLOGIES LTD,346.45,173225.0,10.88,1.03,12.95,,,1.04,,,1.3,,,,,,,,2.26,426727,Technology,large_cap,2025-09-28 08:29:48.793059
NSE:INDUSTOWER-EQ,INDUS TOWERS LIMITED,346.3,173150.0,17.47,1.52,18.44,,,1.03,,,0.67,,,,,,,,2.18,10014825,Technology,large_cap,2025-09-28 10:47:12.971380
NSE:RIIL-EQ,RELIANCE INDUSTRIAL INFRA,864.3,172860.0,11.91,2.59,16.74,,,1.3,,,0.89,,,,,,,,2.84,65963,Technology,large_cap,2025-09-28 08:30:22.777408
NSE:PNBHOUSING-EQ,PNB HOUSING FIN LTD.,864.1,172820.0,19.23,2.32,15.39,,,1.16,,,1.04,,,,,,,,3.26,1466783,Technology,large_cap,2025-09-28 09:32:12.270771
NSE:EBGNG-EQ,GNG ELECTRONICS LIMITED,345.5,172750.0,20.64,2.42,13.07,,,1.07,,,0.97,,,,,,,,3.0,320227,Technology,large_cap,2025-09-28 08:29:51.866923
NSE:WHEELS-EQ,WHEELS INDIA LTD,863.5,172700.0,13.98,1.21,14.17,,,1.38,,,0.9,,,,,,,,2.61,171875,Technology,large_cap,2025-09-28 08:29:56.008606
NSE:MAHLOG-EQ,MAHINDRA LOGISTIC LIMITED,345.25,172625.0,18.44,1.53,19.5,,,1.33,,,1.16,,,,,,,,3.44,84062,Technology,large_cap,2025-09-28 08:30:22.231441
NSE:SIS-EQ,SIS LIMITED,345.2,172600.0,16.73,1.46,18.91,,,1.41,,,1.18,,,,,,,,2.06,116555,Technology,large_cap,2025-09-28 08:30:21.307369
NSE:E2E-EQ,E2E NETWORKS LIMITED,3450.8,172540.0,12.92,1.26,15.94,,,1.37,,,1.06,,,,,,,,2.97,276623,Technology,large_cap,2025-09-28 08:29:52.692490
NSE:TRF-EQ,TRF LIMITED,344.6,172300.0,15.42,2.09,15.1,,,1.33,,,0.8,,,,,,,,2.7,25613,Technology,large_cap,2025-09-28 10:50:13.303881
NSE:WELCORP-EQ,WELSPUN CORP LIMITED,860.9,172180.0,16.11,1.49,19.05,,,1.33,,,0.85,,,,,,,,2.04,492988,Technology,large_cap,2025-09-28 08:29:46.253114
NSE:NELCO-EQ,NELCO LTD,858.75,171750.0,12.87,1.41,12.82,,,1.23,,,1.0,,,,,,,,2.63,70553,Technology,large_cap,2025-09-28 08:30:22.610740
NSE:BIL-EQ,BHARTIYA INTERNATIONAL,858.45,171690.0,15.72,2.2,15.86,,,1.47,,,1.02,,,,,,,,2.39,5925,Technology,large_cap,2025-09-28 10:50:15.388513
NSE:SAILIFE-EQ,SAI LIFE SCIENCES LIMITED,858.4,171680.0,17.87,1.16,15.69,,,1.31,,,0.66,,,,,,,,3.23,730956,Technology,large_cap,2025-09-28 09:50:14.816351
NSE:SBIN-EQ,STATE BANK OF INDIA,856.95,171390.0,13.42,1.19,19.83,,,1.48,,,1.27,,,,,,,,2.28,6959545,Technology,large_cap,2025-09-28 09:10:45.342953
NSE:NAM-INDIA-EQ,NIPPON L I A M LTD,855.9,171180.0,21.45,1.45,12.88,,,1.29,,,1.14,,,,,,,,3.02,1479352,Technology,large_cap,2025-09-28 09:32:00.706103
NSE:MHRIL-EQ,MAHINDRA HOLIDAYS LTD,342.1,171050.0,15.86,1.29,15.13,,,1.34,,,0.91,,,,,,,,2.97,64201,Technology,large_cap,2025-09-28 08:30:22.849906
NSE:TVSMOTOR-EQ,TVS MOTOR COMPANY  LTD,3414.4,170720.0,12.38,2.42,19.21,,,1.36,,,0.96,,,,,,,,2.57,610742,Technology,large_cap,2025-09-28 09:55:15.599683
NSE:DATAMATICS-EQ,DATAMATICS GLOBAL SER LTD,853.3,170660.0,20.1,1.28,17.93,,,1.31,,,1.01,,,,,,,,2.0,182770,Technology,large_cap,2025-09-28 08:29:55.191752
NSE:ALICON-EQ,ALICON CASTALLOY LIMITED,852.75,170550.0,18.56,1.82,16.73,,,1.13,,,1.3,,,,,,,,2.72,6858,Technology,large_cap,2025-09-28 10:50:15.252679
NSE:KILITCH-EQ,KILITCH DRUGS INDIA LTD,340.85,170425.0,19.14,3.58,15.74,,,1.31,,,0.12,,,,,,,,1.43,7406,Technology,large_cap,2025-09-28 10:50:15.184865
NSE:APOLLOPIPE-EQ,APOLLO PIPES LIMITED,340.5,170250.0,15.59,1.33,14.14,,,1.36,,,1.13,,,,,,,,2.31,328521,Technology,large_cap,2025-09-28 08:29:51.706937
NSE:CEATLTD-EQ,CEAT LIMITED,3399.5,169975.0,11.16,1.66,15.27,,,1.27,,,1.3,,,,,,,,3.23,61157,Technology,large_cap,2025-09-28 08:30:22.998452
NSE:COSMOFIRST-EQ,COSMO FIRST LIMITED,849.65,169930.0,17.88,1.34,12.83,,,1.11,,,0.69,,,,,,,,3.0,51757,Technology,large_cap,2025-09-28 08:30:23.479054
NSE:JKLAKSHMI-EQ,JK LAKSHMI CEMENT LTD,849.45,169890.0,13.73,2.28,13.5,,,1.19,,,0.92,,,,,,,,2.73,126636,Technology,large_cap,2025-09-28 08:30:20.880032
NSE:DSSL-EQ,DYNACONS SYS & SOLN LTD,849.15,169830.0,13.81,1.26,12.18,,,1.2,,,1.16,,,,,,,,3.46,54948,Technology,large_cap,2025-09-28 08:30:23.296830
NSE:BIOCON-EQ,BIOCON LIMITED.,338.9,169450.0,11.48,2.28,18.65,,,1.03,,,0.92,,,,,,,,2.13,3635613,Technology,large_cap,2025-09-28 09:18:03.534281
NSE:KEC-EQ,KEC INTL. LIMITED,846.05,169210.0,18.49,2.15,16.65,,,1.24,,,0.67,,,,,,,,2.87,383864,Technology,large_cap,2025-09-28 08:29:50.298137
NSE:SENCO-EQ,SENCO GOLD LIMITED,338.4,169200.0,20.33,1.65,17.61,,,1.44,,,0.94,,,,,,,,2.27,252402,Technology,large_cap,2025-09-28 08:29:53.250531
NSE:INNOVACAP-EQ,INNOVA CAPTAB LIMITED,845.05,169010.0,20.75,1.06,15.51,,,1.35,,,1.28,,,,,,,,2.09,30948,Technology,large_cap,2025-09-28 10:50:12.882489
NSE:NTPC-EQ,NTPC LTD,337.9,168950.0,16.97,1.62,13.47,,,1.22,,,0.95,,,,,,,,3.37,6337702,Technology,large_cap,2025-09-28 09:12:23.998990
NSE:TRIVENI-EQ,TRIVENI ENGG. & INDS. LTD,337.9,168950.0,11.16,1.33,15.22,,,1.42,,,1.07,,,,,,,,2.58,152004,Technology,large_cap,2025-09-28 08:29:56.683389
NSE:RVNL-EQ,RAIL VIKAS NIGAM LIMITED,337.8,168900.0,16.16,1.31,19.11,,,1.19,,,0.98,,,,,,,,2.13,3434829,Technology,large_cap,2025-09-28 09:18:36.099584
NSE:DYNPRO-EQ,DYNEMIC PRODUCTS LIMITED,337.35,168675.0,10.26,2.29,17.49,,,1.14,,,1.02,,,,,,,,2.64,16414,Technology,large_cap,2025-09-28 10:50:14.171670
NSE:GANESHHOU-EQ,GANESH HOUSING LIMITED,842.35,168470.0,21.03,1.93,17.32,,,1.45,,,0.55,,,,,,,,2.43,38258,Technology,large_cap,2025-09-28 08:30:24.377277
NSE:JWL-EQ,JUPITER WAGONS LIMITED,336.4,168200.0,11.6,1.48,16.08,,,1.36,,,0.83,,,,,,,,3.47,17983286,Technology,large_cap,2025-09-28 10:44:49.901472
NSE:OAL-EQ,ORIENTAL AROMATICS LTD,336.15,168075.0,15.67,2.17,12.67,,,1.42,,,0.67,,,,,,,,2.17,11278,Technology,large_cap,2025-09-28 10:50:14.795675
NSE:RPSGVENT-EQ,RPSG VENTURES LIMITED,839.85,167970.0,21.59,2.36,16.71,,,1.5,,,0.93,,,,,,,,2.31,39772,Technology,large_cap,2025-09-28 08:30:24.266305
NSE:AKZOINDIA-EQ,AKZO NOBEL INDIA LIMITED,3354.6,167730.0,11.41,2.29,13.5,,,1.25,,,0.72,,,,,,,,2.31,64792,Technology,large_cap,2025-09-28 08:30:22.829226
NSE:DENORA-EQ,DE NORA INDIA LIMITED,838.25,167650.0,19.8,1.98,19.27,,,1.01,,,1.05,,,,,,,,3.5,2549,Technology,large_cap,2025-09-28 10:53:22.441834
NSE:INDIAGLYCO-EQ,INDIA GLYCOLS LTD,836.3,167260.0,17.78,1.93,13.6,,,1.17,,,0.7,,,,,,,,2.74,117900,Technology,large_cap,2025-09-28 08:30:21.265592
NSE:HBLENGINE-EQ,HBL ENGINEERING LTD,835.65,167130.0,18.47,2.18,18.82,,,1.46,,,1.22,,,,,,,,2.69,3198869,Technology,large_cap,2025-09-28 09:19:19.492563
NSE:SCHNEIDER-EQ,SCHNEIDER ELECTRIC INFRA,835.5,167100.0,12.89,1.51,16.87,,,1.05,,,0.71,,,,,,,,2.57,63935,Technology,large_cap,2025-09-28 08:30:22.860908
NSE:MACPOWER-EQ,MACPOWER CNC MACHINES LTD,835.0,167000.0,10.36,2.31,17.83,,,1.09,,,0.98,,,,,,,,2.27,17458,Technology,large_cap,2025-09-28 10:50:14.052321
NSE:BLS-EQ,BLS INTL SERVS LTD,333.95,166975.0,10.38,1.77,14.16,,,1.13,,,1.15,,,,,,,,3.06,1164604,Technology,large_cap,2025-09-28 09:37:31.051293
NSE:LAURUSLABS-EQ,LAURUS LABS LIMITED,832.3,166460.0,20.2,1.86,14.77,,,1.15,,,1.0,,,,,,,,3.44,5612259,Technology,large_cap,2025-09-28 09:13:57.191922
NSE:TITAN-EQ,TITAN COMPANY LIMITED,3327.3,166365.0,24.55,3.6,23.86,,,1.64,,,0.38,,,,,,,,1.31,7524068,Technology,large_cap,2025-09-28 09:09:57.294341
NSE:ASIANENE-EQ,ASIAN ENERGY SERVICES LTD,332.4,166200.0,19.71,1.3,12.54,,,1.08,,,0.64,,,,,,,,2.67,225039,Technology,large_cap,2025-09-28 08:29:54.041233
NSE:KRN-EQ,KRN HEAT EXCHANGE N REF L,830.9,166180.0,10.34,1.17,12.71,,,1.27,,,0.59,,,,,,,,3.02,288863,Technology,large_cap,2025-09-28 08:29:52.375863
NSE:BANCOINDIA-EQ,BANCO PRODUCTS (I) LTD,829.4,165880.0,10.97,2.1,19.43,,,1.22,,,0.83,,,,,,,,2.68,2251374,Technology,large_cap,2025-09-28 09:24:25.371579
NSE:TCPLPACK-EQ,TCPL PACKAGING LIMITED,3312.6,165630.0,21.13,2.21,14.95,,,1.33,,,0.71,,,,,,,,2.21,4622,Technology,large_cap,2025-09-28 10:50:15.640693
NSE:SHAKTIPUMP-EQ,SHAKTI PUMPS (I) LTD,827.25,165450.0,19.65,1.13,13.49,,,1.17,,,0.81,,,,,,,,2.96,347024,Technology,large_cap,2025-09-28 08:29:51.316784
NSE:SHARDACROP-EQ,SHARDA CROPCHEM LTD.,826.45,165290.0,19.03,1.79,13.8,,,1.23,,,0.76,,,,,,,,2.84,219503,Technology,large_cap,2025-09-28 08:29:54.207852
NSE:NITINSPIN-EQ,NITIN SPINNERS LIMITED,330.05,165025.0,32.36,4.56,16.62,,,1.38,,,0.32,,,,,,,,0.8,108893,Technology,large_cap,2025-09-28 08:30:21.530797
NSE:TVSSRICHAK-EQ,TVS SRICHAKRA LIMITED,3300.4,165020.0,21.6,3.65,18.6,,,1.24,,,1.26,,,,,,,,3.65,5226,Technology,large_cap,2025-09-28 10:50:15.493567
NSE:IFBAGRO-EQ,IFB AGRO INDUSTRIES LTD,824.5,164900.0,19.27,1.39,16.34,,,1.37,,,0.98,,,,,,,,2.52,5983,Technology,large_cap,2025-09-28 10:50:15.377601
NSE:HINDWAREAP-EQ,HINDWARE HME INOVATON LTD,329.75,164875.0,17.64,1.61,16.41,,,1.35,,,0.67,,,,,,,,3.15,343415,Technology,large_cap,2025-09-28 08:29:51.455696
NSE:AARTIPHARM-EQ,AARTI PHARMALABS LIMITED,824.05,164810.0,21.02,1.7,13.75,,,1.02,,,1.28,,,,,,,,3.35,365052,Technology,large_cap,2025-09-28 08:29:50.882480
NSE:PRINCEPIPE-EQ,PRINCE PIPES FITTINGS LTD,329.3,164650.0,16.53,1.26,17.03,,,1.16,,,0.59,,,,,,,,2.37,137780,Technology,large_cap,2025-09-28 08:29:57.237022
NSE:NIITMTS-EQ,NIIT LEARNING SYSTEMS LTD,329.1,164550.0,19.57,3.96,21.69,,,1.62,,,0.25,,,,,,,,1.32,181194,Technology,large_cap,2025-09-28 08:29:55.296502
NSE:GODFRYPHLP-EQ,GODFREY PHILLIPS INDIA LT,3283.0,164150.0,10.45,1.14,12.15,,,1.11,,,0.86,,,,,,,,2.42,379024,Technology,large_cap,2025-09-28 08:29:50.434643
NSE:NATCOPHARM-EQ,NATCO PHARMA LTD.,820.75,164150.0,17.6,1.81,16.27,,,1.03,,,0.77,,,,,,,,2.39,1561872,Technology,large_cap,2025-09-28 09:30:48.503545
NSE:FINCABLES-EQ,FINOLEX CABLES LTD,819.8,163960.0,16.64,2.41,13.64,,,1.2,,,0.76,,,,,,,,2.41,237849,Technology,large_cap,2025-09-28 08:29:53.580813
NSE:KSB-EQ,KSB LIMITED,819.65,163930.0,19.95,1.36,17.23,,,1.2,,,1.22,,,,,,,,2.67,56455,Technology,large_cap,2025-09-28 08:30:23.198361
NSE:EQUAL50ADD-EQ,DSPAMC - DSPNEWETF,327.75,163875.0,17.79,1.88,13.86,,,1.19,,,1.23,,,,,,,,2.53,10401,Technology,large_cap,2025-09-28 10:50:14.872520
NSE:ASTEC-EQ,ASTEC LIFESCIENCES LTD,819.15,163830.0,12.22,1.21,19.19,,,1.08,,,1.05,,,,,,,,3.03,16114,Technology,large_cap,2025-09-28 10:50:14.203097
NSE:RML-EQ,RANE (MADRAS) LIMITED,818.25,163650.0,13.41,1.26,17.84,,,1.1,,,1.3,,,,,,,,2.26,10684,Technology,large_cap,2025-09-28 10:50:14.856838
NSE:JUSTDIAL-EQ,JUSTDIAL LTD.,818.15,163630.0,20.96,2.25,17.15,,,1.28,,,0.77,,,,,,,,2.68,270651,Technology,large_cap,2025-09-28 08:29:52.792933
NSE:GVPIL-EQ,GE POWER INDIA LIMITED,327.2,163600.0,15.11,1.39,14.9,,,1.47,,,0.9,,,,,,,,2.38,158592,Technology,large_cap,2025-09-28 08:29:56.376318
NSE:STAR-EQ,STRIDES PHARMA SCI LTD,815.5,163100.0,11.17,2.0,13.68,,,1.11,,,0.79,,,,,,,,3.12,501880,Technology,large_cap,2025-09-28 08:23:37.923818
NSE:LIBERTSHOE-EQ,LIBERTY SHOES LTD,325.35,162675.0,17.69,1.52,17.29,,,1.5,,,0.57,,,,,,,,2.52,36421,Technology,large_cap,2025-09-28 08:30:24.580720
NSE:APOLLO-EQ,APOLLO MICRO SYSTEMS LTD,324.65,162325.0,17.75,1.07,14.69,,,1.15,,,0.71,,,,,,,,2.43,5378280,Technology,large_cap,2025-09-28 09:14:29.893676
NSE:BPCL-EQ,BHARAT PETROLEUM CORP  LT,324.35,162175.0,12.26,2.12,17.52,,,1.08,,,0.85,,,,,,,,3.24,5692665,Technology,large_cap,2025-09-28 09:13:46.570536
NSE:PDSL-EQ,PDS LIMITED,324.15,162075.0,17.51,1.24,18.29,,,1.05,,,1.12,,,,,,,,3.46,75490,Technology,large_cap,2025-09-28 08:30:22.464774
NSE:BFUTILITIE-EQ,BF UTILITIES LIMITED,809.25,161850.0,27.69,5.06,19.38,,,1.28,,,0.27,,,,,,,,0.88,94800,Technology,large_cap,2025-09-28 08:30:21.918331
NSE:CARYSIL-EQ,CARYSIL LIMITED,808.9,161780.0,9.93,2.04,14.55,,,1.5,,,1.11,,,,,,,,3.3,767768,Technology,large_cap,2025-09-28 09:48:24.313750
NSE:RAJRATAN-EQ,RAJRATAN GLOBAL WIRE LTD,323.4,161700.0,13.39,2.29,16.46,,,1.02,,,0.72,,,,,,,,2.45,45579,Technology,large_cap,2025-09-28 08:30:23.720136
NSE:VIKRAMSOLR-EQ,VIKRAM SOLAR LIMITED,323.3,161650.0,15.24,1.18,15.4,,,1.47,,,0.61,,,,,,,,2.24,2114133,Technology,large_cap,2025-09-28 09:26:14.484527
NSE:MONARCH-EQ,MONARCH NETWORTH CAP LTD,322.9,161450.0,13.86,1.79,13.94,,,1.44,,,1.16,,,,,,,,2.96,115388,Technology,large_cap,2025-09-28 08:30:21.371895
NSE:JSWINFRA-EQ,JSW INFRASTRUCTURE LTD,322.65,161325.0,11.85,2.16,13.07,,,1.28,,,0.62,,,,,,,,3.29,1739109,Technology,large_cap,2025-09-28 09:29:48.595301
NSE:TIL-EQ,TIL LTD,322.3,161150.0,10.51,1.18,15.98,,,1.48,,,1.2,,,,,,,,2.96,27281,Technology,large_cap,2025-09-28 10:50:13.180050
NSE:CHOICEIN-EQ,CHOICE INTERNATIONAL LTD,804.45,160890.0,16.66,1.23,16.61,,,1.41,,,0.62,,,,,,,,2.43,365998,Technology,large_cap,2025-09-28 08:29:50.812227
NSE:JSLL-EQ,JEENA SIKHO LIFECARE LTD,802.9,160580.0,20.98,2.12,11.89,,,1.17,,,1.19,,,,,,,,2.29,158492,Technology,large_cap,2025-09-28 08:29:56.426967
NSE:SYRMA-EQ,SYRMA SGS TECHNOLOGY LTD,802.85,160570.0,18.66,2.09,16.91,,,1.09,,,0.64,,,,,,,,2.48,1381059,Technology,large_cap,2025-09-28 09:33:37.913542
NSE:ETERNAL-EQ,ETERNAL LIMITED,321.0,160500.0,10.34,1.81,17.56,,,1.2,,,0.96,,,,,,,,2.13,26840537,Technology,large_cap,2025-09-28 10:44:07.449854
NSE:WAAREEENER-EQ,WAAREE ENERGIES LIMITED,3207.6,160380.0,12.03,1.16,18.61,,,1.26,,,0.62,,,,,,,,2.61,3603777,Technology,large_cap,2025-09-28 09:18:09.654173
NSE:SUNDROP-EQ,SUNDROP BRANDS LIMITED,801.5,160300.0,15.45,1.22,19.4,,,1.33,,,0.8,,,,,,,,2.58,16993,Technology,large_cap,2025-09-28 10:50:14.097485
NSE:CEMPRO-EQ,CEMINDIA PROJECTS LIMITED,801.5,160300.0,15.52,2.62,12.42,,,1.35,,,0.66,,,,,,,,3.36,469358,Technology,large_cap,2025-09-28 08:29:46.732427
NSE:ADVENZYMES-EQ,ADVANCED ENZYME TECH LTD,320.0,160000.0,18.37,1.34,17.63,,,1.49,,,0.8,,,,,,,,2.57,194299,Technology,large_cap,2025-09-28 08:29:55.003222
NSE:ROUTE-EQ,ROUTE MOBILE LIMITED,799.5,159900.0,9.84,1.92,18.19,,,1.17,,,0.78,,,,,,,,2.03,182092,Technology,large_cap,2025-09-28 08:29:55.241493
NSE:THERMAX-EQ,THERMAX LTD,3197.7,159885.0,12.22,2.19,12.09,,,1.16,,,0.81,,,,,,,,2.1,90386,Technology,large_cap,2025-09-28 08:30:22.066175
NSE:CENTURYPLY-EQ,CENTURY PLYBOARDS (I) LTD,798.85,159770.0,16.6,2.4,13.6,,,1.27,,,0.76,,,,,,,,2.4,37259,Technology,large_cap,2025-09-28 08:30:24.509076
NSE:LALPATHLAB-EQ,DR. LAL PATH LABS LTD.,3194.5,159725.0,12.19,1.52,15.03,,,1.49,,,1.16,,,,,,,,2.34,107172,Technology,large_cap,2025-09-28 08:30:21.589843
NSE:SUYOG-EQ,SUYOG TELEMATICS LIMITED,796.65,159330.0,21.18,1.95,17.49,,,1.4,,,0.72,,,,,,,,3.41,17160,Technology,large_cap,2025-09-28 10:50:14.081378
NSE:SMLISUZU-EQ,SML ISUZU LIMITED,3186.2,159310.0,10.85,2.54,17.08,,,1.42,,,1.01,,,,,,,,2.54,53396,Technology,large_cap,2025-09-28 08:30:23.389972
NSE:ELDEHSG-EQ,ELDECO HSG & IND LTD.,796.05,159210.0,9.99,1.54,14.21,,,1.49,,,0.66,,,,,,,,3.28,2884,Technology,large_cap,2025-09-28 10:53:22.402694
NSE:ASIANHOTNR-EQ,ASIAN HOTELS (NORTH) LTD,318.2,159100.0,17.19,1.22,19.12,,,1.4,,,1.28,,,,,,,,3.5,194,Technology,large_cap,2025-09-28 10:53:22.696951
NSE:EQUAL50-EQ,MIRAEAMC - EQUAL50,317.7,158850.0,16.02,2.14,19.16,,,1.09,,,0.62,,,,,,,,2.93,1250,Technology,large_cap,2025-09-28 10:53:22.599971
NSE:KRSNAA-EQ,KRSNAA DIAGNOSTICS LTD,793.35,158670.0,10.16,1.62,19.43,,,1.19,,,0.86,,,,,,,,3.2,75180,Technology,large_cap,2025-09-28 08:30:22.475126
NSE:LAXMIDENTL-EQ,LAXMI DENTAL LIMITED,316.9,158450.0,11.11,1.67,16.07,,,1.46,,,0.78,,,,,,,,2.72,232079,Technology,large_cap,2025-09-28 08:29:53.874257
NSE:BBL-EQ,BHARAT BIJLEE LTD,3163.1,158155.0,19.6,2.38,17.75,,,1.37,,,0.79,,,,,,,,2.76,60874,Technology,large_cap,2025-09-28 08:30:23.017699
NSE:JSL-EQ,JINDAL STAINLESS LIMITED,789.15,157830.0,9.61,1.1,19.15,,,1.29,,,1.17,,,,,,,,2.05,370954,Technology,large_cap,2025-09-28 08:29:50.701927
NSE:CONTROLPR-EQ,CONTROL PRINT LIMITED,788.9,157780.0,20.48,1.76,12.44,,,1.46,,,1.24,,,,,,,,2.18,32047,Technology,large_cap,2025-09-28 10:50:12.778484
NSE:RPTECH-EQ,RASHI PERIPHERALS LIMITED,315.45,157725.0,18.66,1.05,12.19,,,1.25,,,0.98,,,,,,,,2.71,169645,Technology,large_cap,2025-09-28 08:29:56.101832
NSE:POKARNA-EQ,POKARNA LIMITED,787.6,157520.0,20.62,2.51,18.46,,,1.48,,,0.87,,,,,,,,3.38,82779,Technology,large_cap,2025-09-28 08:30:22.289308
NSE:MANGCHEFER-EQ,MANG.CHEM.FERT.LTD,314.9,157450.0,17.25,2.31,17.47,,,1.13,,,0.63,,,,,,,,2.14,468754,Technology,large_cap,2025-09-28 08:29:46.761025
NSE:MEDPLUS-EQ,MEDPLUS HEALTH SERV LTD,786.9,157380.0,16.8,2.29,17.11,,,1.32,,,1.31,,,,,,,,2.91,152116,Technology,large_cap,2025-09-28 08:29:56.641359
NSE:SURAJLTD-EQ,SURAJ LIMITED,314.5,157250.0,13.25,2.41,12.49,,,1.38,,,1.25,,,,,,,,3.13,4288,Technology,large_cap,2025-09-28 10:50:15.678435
NSE:STARTECK-EQ,STARTECK FINANCE LIMITED,314.05,157025.0,11.25,1.11,13.65,,,1.36,,,1.13,,,,,,,,3.44,10526,Technology,large_cap,2025-09-28 10:50:14.867667
NSE:SASTASUNDR-EQ,SASTASUNDAR VENTURES LTD,313.2,156600.0,10.68,1.25,16.89,,,1.14,,,0.93,,,,,,,,2.18,35661,Technology,large_cap,2025-09-28 08:30:24.676338
NSE:TIINDIA-EQ,TUBE INVEST OF INDIA LTD,3129.1,156455.0,11.61,2.39,14.07,,,1.41,,,0.79,,,,,,,,2.12,200317,Technology,large_cap,2025-09-28 08:29:54.793019
NSE:GARFIBRES-EQ,GARWARE TECH FIBRES LTD,781.75,156350.0,18.26,2.39,17.56,,,1.36,,,0.65,,,,,,,,2.26,43173,Technology,large_cap,2025-09-28 08:30:24.041554
NSE:PLATIND-EQ,PLATINUM INDUSTRIES LTD,312.55,156275.0,14.21,1.34,13.85,,,1.18,,,1.15,,,,,,,,2.93,162597,Technology,large_cap,2025-09-28 08:29:56.313596
NSE:YATHARTH-EQ,YATHARTH HOSP & TRA C S L,781.35,156270.0,18.63,1.13,14.8,,,1.0,,,0.92,,,,,,,,2.35,480824,Technology,large_cap,2025-09-28 08:29:46.483309
NSE:ANTHEM-EQ,ANTHEM BIOSCIENCES LTD,780.9,156180.0,12.72,2.0,15.14,,,1.41,,,0.95,,,,,,,,2.15,733813,Technology,large_cap,2025-09-28 09:49:35.901398
NSE:KSL-EQ,KALYANI STEELS LIMITED,780.8,156160.0,10.87,2.61,11.87,,,1.27,,,1.04,,,,,,,,3.19,45137,Technology,large_cap,2025-09-28 08:30:23.733803
NSE:STERTOOLS-EQ,STERLING TOOLS LIMITED,312.05,156025.0,15.05,0.97,17.36,,,1.07,,,0.58,,,,,,,,2.33,48579,Technology,large_cap,2025-09-28 08:30:23.617579
NSE:HINDCOPPER-EQ,HINDUSTAN COPPER LTD,311.97,155985.00000000003,15.17,1.46,16.96,,,1.07,,,0.71,,,,,,,,2.06,17213905,Technology,large_cap,2025-09-28 10:44:52.683992
NSE:SALZERELEC-EQ,SALZER ELECTRONICS LTD,779.75,155950.0,10.11,1.65,16.35,,,1.48,,,1.1,,,,,,,,2.73,49666,Technology,large_cap,2025-09-28 08:30:23.566489
NSE:APTUS-EQ,APTUS VALUE HSG FIN I LTD,311.85,155925.0,15.75,2.16,14.8,,,1.33,,,1.18,,,,,,,,2.3,2293388,Technology,large_cap,2025-09-28 09:24:08.528204
NSE:KSOLVES-EQ,KSOLVES INDIA LIMITED,311.35,155675.0,15.62,2.16,12.62,,,1.3,,,0.66,,,,,,,,2.16,28482,Technology,large_cap,2025-09-28 10:50:13.105488
NSE:ABSLAMC-EQ,ADIT BIRL SUN LIF AMC LTD,777.5,155500.0,9.95,1.25,19.48,,,1.3,,,0.8,,,,,,,,2.08,366055,Technology,large_cap,2025-09-28 08:29:50.781737
NSE:GSPL-EQ,GUJARAT STATE PETRO LTD,310.9,155450.0,10.85,2.34,17.31,,,1.02,,,1.03,,,,,,,,2.03,198399,Technology,large_cap,2025-09-28 08:29:54.871942
NSE:FAIRCHEMOR-EQ,FAIRCHEM ORGANICS LIMITED,776.9,155380.0,17.63,1.25,14.5,,,1.38,,,0.79,,,,,,,,2.22,6839,Technology,large_cap,2025-09-28 10:50:15.277406
NSE:ALBERTDAVD-EQ,ALBERT DAVID LIMITED,776.4,155280.0,16.15,1.12,15.03,,,1.32,,,0.61,,,,,,,,2.96,2129,Technology,large_cap,2025-09-28 10:53:22.484633
NSE:JYOTHYLAB-EQ,JYOTHY LABS LIMITED,310.5,155250.0,10.95,1.13,15.08,,,1.27,,,0.55,,,,,,,,2.53,321781,Technology,large_cap,2025-09-28 08:29:51.833301
NSE:GNA-EQ,GNA AXLES LIMITED,310.15,155075.0,11.75,1.26,13.46,,,1.31,,,1.21,,,,,,,,2.4,28591,Technology,large_cap,2025-09-28 10:50:13.094172
NSE:DHARMAJ-EQ,DHARMAJ CROP GUARD LTD,310.0,155000.0,15.62,2.15,12.62,,,1.33,,,0.66,,,,,,,,2.15,67177,Technology,large_cap,2025-09-28 08:30:22.744335
NSE:ZENSARTECH-EQ,ZENSAR TECHNOLOGIES  LTD,774.4,154880.0,28.87,4.77,22.32,,,1.21,,,0.38,,,,,,,,2.39,328113,Technology,large_cap,2025-09-28 08:29:51.730811
NSE:SIEMENS-EQ,SIEMENS LTD,3096.3,154815.0,13.61,2.14,19.54,,,1.31,,,0.67,,,,,,,,2.74,246575,Technology,large_cap,2025-09-28 08:29:53.391721
